5758,213413,20181101,55.0385,0.324934,10.318,0.576067
5759,31737,20181102,55.546,0.139323,9.86698,0.240491
5760,85342,20181102,55.5538,0.399387,10.2057,0.778156
5765,145221,20181102,54.7032,0.213672,12.3287,0.6125
5766,185111,20181102,55.0768,0.190779,11.9934,0.511305
5769,213450,20181102,55.0698,0.376163,11.2966,0.840503
5770,15809,20181103,54.6443,0.344878,13.3294,1.01773
5771,113250,20181103,54.5121,0.317375,14.8453,1.26328
5773,171254,20181103,54.6156,0.286624,15.147,1.19328
5774,231238,20181103,54.5469,0.256351,15.7038,1.04025
5775,21914,20181104,54.297,0.261642,19.0303,1.82483
5776,93203,20181104,54.4442,0.26208,17.3621,1.36737
5777,174115,20181104,54.5142,0.138039,18.7479,0.848538
5778,190231,20181104,53.8364,0.629012,31.8451,12.2096
5779,10217,20181105,54.8369,0.32994,17.276,1.7252
5780,63933,20181105,53.9175,0.309998,23.4858,2.96646
5785,163050,20181105,54.6323,0.418945,19.1931,2.6875
5786,205738,20181105,54.0906,0.162592,25.9212,1.91612
5794,145343,20181106,53.9209,0.222705,34.2293,4.64887
5796,24432,20181107,53.7466,0.118641,43.5974,4.6296
5797,64602,20181107,52.8943,0.381993,142.023,147.741
5809,4341,20181108,53.6248,0.175425,64.8989,13.8418
5810,23511,20181108,53.4211,0.24175,64.9892,19.8246
5814,122656,20181108,53.995,0.39488,42.622,12.8421
5815,172904,20181108,51.8738,5.8552,-14.5263,22.669
5816,223205,20181108,53.5079,0.268944,69.5992,21.2726
5817,50859,20181109,53.8814,0.124964,53.7325,6.0942
5824,144636,20181109,53.3164,0.186938,95.2399,28.1026
5831,75847,20181110,53.22,0.200222,150.11,86.3188
5833,112846,20181110,53.493,0.165164,88.4356,24.1433
5834,155849,20181110,53.3519,0.209828,5489.59,101774
5835,214121,20181110,53.6735,0.189781,91.7163,26.2428
5836,41446,20181111,53.5164,0.202058,118.466,47.2645
5837,113041,20181111,53.5758,0.152981,100.039,24.904
5838,143239,20181111,53.7931,0.229974,81.3176,25.6054
5839,181753,20181111,54.2125,0.345278,51.3854,14.9694
5840,184047,20181111,52.7715,0.285451,-432.199,997.02
5841,200159,20181111,53.7308,0.152831,90.1745,20.7749
5842,213237,20181111,53.2966,0.308709,185.617,174.675
5844,50614,20181112,53.1627,0.303683,775.164,3528.29
