5387,20181017,173125,50.9276,13.9868,57.6987,0.365018,24.7519,3.76999,58.1776,0.308758,55.4836,12.6235,58.2115,0.273733
5433,20181020,193012,100.598,29.1919,58.0962,0.197647,70.035,9.97682,58.3917,0.104137,147.043,122.102,57.872,0.382304
5439,20181022,34311,101.174,44.7481,58.0325,0.299106,33.2408,5.95632,58.8996,0.270339,180.742,210.071,57.7827,0.440451
5449,20181022,191548,1.75356e+07,1.22603,58.0051,0.227669,96.3682,155.944,58.8512,0.688863,1.39438e+07,1.41421,57.4813,0.343204
5460,20181023,203418,8967.83,450148,58.1977,0.388979,201.853,249.273,58.8443,0.363262,-7033.39,283415,57.3827,0.485982
5759,20181102,43730,10.3104,0.424836,57.7865,0.26137,11.0619,0.650208,56.5846,0.32137,9.45198,0.446514,59.0942,0.339142
5766,20181102,162108,11.6524,0.848612,57.7454,0.410562,11.5006,0.761612,57.4066,0.336402,10.7904,0.777196,59.2173,0.486687
5770,20181103,4218,13.8705,0.895663,57.9379,0.308828,14.1803,0.961691,57.2468,0.283857,12.948,1.08333,58.8121,0.445496
5771,20181103,70848,12.3589,0.606598,58.5068,0.265086,13.0069,0.694637,57.557,0.233576,12.0786,1.36879,59.7573,0.492942
5774,20181103,210915,14.1024,1.02794,58.712,0.315184,16.0041,1.25455,57.8532,0.273483,11.9369,1.67421,60.0658,0.545691
5776,20181104,60852,17.2974,1.13381,58.4425,0.255411,19.2243,1.6318,57.6862,0.273914,16.0969,1.45795,59.3035,0.365503
5777,20181104,102436,19.2755,1.43261,58.0836,0.259013,18.7843,1.45945,57.8095,0.258644,18.8291,2.83442,58.6663,0.480846
5779,20181104,215232,25.1646,2.69195,57.7236,0.285397,20.7827,2.05537,57.9825,0.309328,44.9019,16.3199,57.307,0.462578
5785,20181105,164926,23.0253,2.32433,58.7798,0.299306,21.8413,2.40311,58.6787,0.279643,23.579,3.76027,58.945,0.452209
5786,20181106,41203,28.4339,3.16714,58.4646,0.266873,28.5976,4.02663,58.3838,0.298308,24.7994,3.34052,58.797,0.370489
5794,20181106,202406,27.0735,2.76519,58.9293,0.258807,23.0935,2.3454,58.9319,0.262646,29.0188,3.67886,59.2131,0.310079
5809,20181107,171214,43.4662,8.131,58.5437,0.295122,34.1252,6.4901,58.4493,0.288053,40.4748,8.58554,59.0763,0.368299
5814,20181108,112037,46.0789,11.5621,58.7478,0.374996,37.6824,8.99157,58.8221,0.357748,47.3999,11.31,59.1456,0.429887
5816,20181108,213638,41.5981,7.61887,58.976,0.275589,21.1242,2.8621,60.2883,0.329591,83.1175,39.3426,58.1931,0.317126
5817,20181108,231159,76.6845,24.9088,58.4852,0.291722,45.2361,10.9032,59.2975,0.355601,117.961,68.0806,57.8148,0.34549
5826,20181109,233403,354.754,629.514,57.73,0.341393,137.017,112.63,57.9163,0.378126,173.79,185.714,58.0002,0.422501
5835,20181110,214117,152.671,131.99,58.1167,0.388377,57.1961,23.4533,58.2815,0.417927,857.833,4598.1,58.1185,0.439619
5842,20181111,211850,95.3724,48.2873,58.868,0.368389,117.793,91.3159,58.9857,0.300767,160.514,192.215,58.3412,0.533747
