5758,213413,20181101,55.0854,0.310759,10.2173,0.541568
5759,31737,20181102,55.549,0.139423,9.83857,0.239296
5760,85342,20181102,55.5706,0.40272,10.1674,0.778895
5765,145221,20181102,54.7484,0.206206,12.1495,0.57688
5766,185111,20181102,55.1418,0.202626,11.8018,0.521244
5769,213450,20181102,55.0919,0.354535,11.2256,0.786737
5770,15809,20181103,54.7341,0.334549,13.0207,0.942743
5771,113250,20181103,54.6429,0.302485,14.263,1.11173
5773,171254,20181103,54.6338,0.292262,15.0353,1.19585
5774,231238,20181103,54.5879,0.25322,15.4462,0.995274
5775,21914,20181104,54.3125,0.260287,18.9103,1.79286
5776,93203,20181104,54.4542,0.253364,17.286,1.31303
5777,174115,20181104,54.537,0.140001,18.5634,0.842178
5778,190231,20181104,53.9915,0.632144,29.2628,10.3256
5779,10217,20181105,54.8769,0.328536,16.9814,1.66143
5780,63933,20181105,53.9751,0.309643,22.7784,2.7871
5785,163050,20181105,54.6808,0.418734,18.8185,2.58157
5786,205738,20181105,54.1119,0.154369,25.5021,1.77243
5794,145343,20181106,53.9262,0.218035,33.9127,4.47653
5796,24432,20181107,53.7685,0.116159,42.8149,4.36517
5797,64602,20181107,52.9928,0.364448,109.474,84.0295
5809,4341,20181108,53.6466,0.184808,61.8803,13.1665
5810,23511,20181108,53.4117,0.247723,66.1514,21.0567
5814,122656,20181108,54.011,0.411394,41.6233,12.7062
5816,223205,20181108,53.5634,0.259364,64.0929,17.422
5817,50859,20181109,53.9287,0.129078,50.7792,5.60005
5824,144636,20181109,53.3336,0.17943,90.7939,24.591
5831,75847,20181110,53.2499,0.20842,135.406,72.5893
5833,112846,20181110,53.536,0.162747,81.9172,20.4544
5834,155849,20181110,53.3765,0.206759,1060.82,3749.16
5835,214121,20181110,53.6995,0.195504,86.7374,24.1052
5836,41446,20181111,53.5488,0.192265,107.95,37.5303
5837,113041,20181111,53.5972,0.148784,93.8467,21.3479
5838,143239,20181111,53.8207,0.238358,77.3327,23.906
5839,181753,20181111,54.2251,0.339704,49.8386,13.8759
5840,184047,20181111,52.8663,0.109161,1.95551e+07,1.41421
5841,200159,20181111,53.7637,0.160312,83.771,18.742
5842,213237,20181111,53.3502,0.296498,153.082,114.275
5844,50614,20181112,53.1898,0.302886,513.702,1558.02
