5387,20181017,173125,40.3365,9.24855,57.7654,0.379003,57.7643,13.8812,57.2117,0.282296,31.5523,6.70201,58.552,0.439978
5433,20181020,193012,180.136,127.927,57.7357,0.267863,1444.59,10488.9,57.5443,0.34225,77.6475,25.9973,58.0535,0.225193
5439,20181022,34311,8.27257e+06,0.962351,57.7047,0.178704,8.29587e+07,1.41421,57.6517,0.217582,91.5398,49.2186,58.4926,0.367632
5460,20181023,203418,3.12076e+07,1.66956e+08,58.1399,0.211471,1.84909e+07,6.26112e+07,57.9386,0.255576,9.09414e+06,5.51609e+07,58.1622,0.242496
5759,20181102,43730,11.3855,0.576101,57.2509,0.284713,11.8043,0.615058,57.1404,0.295878,11.2243,0.507751,57.3908,0.250092
5770,20181103,4218,14.4886,0.890891,57.4728,0.279629,14.4582,1.1393,57.6416,0.357476,14.935,0.825968,57.4324,0.214063
5776,20181104,60852,18.0231,1.16392,58.0775,0.240089,18.5792,0.89001,58.1565,0.171503,17.0633,1.82022,58.1345,0.330114
5777,20181104,102436,25.959,3.37879,57.1995,0.328688,29.0745,3.59823,57.1568,0.288235,24.459,2.78104,57.4446,0.263571
5779,20181104,215232,33.527,5.07398,57.0884,0.296751,36.2329,5.53259,56.9717,0.303769,27.9782,6.01068,57.4907,0.310819
5786,20181106,41203,35.0616,6.96971,57.582,0.380156,49.8482,13.5618,57.556,0.363182,26.7599,3.4905,57.8937,0.284319
5809,20181107,171214,75.9312,26.4482,57.9855,0.31095,127.08,68.3913,57.6721,0.295838,44.7648,12.6193,58.5407,0.300097
5814,20181108,112037,81.9477,24.5983,57.6167,0.247883,82.4212,25.7568,57.5859,0.262293,81.7526,24.8629,57.9187,0.198843
5826,20181109,233403,145.51,93.258,58.2462,0.304059,432.898,758.574,58.0219,0.26736,87.0854,33.0025,58.4835,0.267137
